Re,seg_id,s,x,y,z,curvature,max_WSS,argmax_surface_pt_id
200,40,33.2133836940908,-6.629209995269775,6.409649848937988,-11.697799682617188,0.057459499686956406,0.013563055222041957,30151
200,41,34.044216251327555,-6.0865302085876465,6.068530082702637,-12.226400375366211,0.08234799653291702,0.015171682697963523,9441
200,42,34.87518241170377,-5.534639835357666,5.751430034637451,-12.760600090026855,0.11591699719429016,0.01855331881268182,29680
200,43,35.706120605993604,-4.971940040588379,5.447810173034668,-13.291299819946289,0.2019689977169037,0.024523977285408626,21516
200,44,36.53702024959948,-4.392340183258057,5.145669937133789,-13.804300308227539,0.2982119917869568,0.03134470286711143,29791
200,45,37.36730861094787,-3.783090114593506,4.828539848327637,-14.27079963684082,0.5562170147895813,0.032568236867267675,29789
200,46,38.194478590980054,-3.1237399578094482,4.469970226287842,-14.618499755859375,0.8544989824295044,0.03364132653687732,10065
200,47,38.971734820983585,-2.47625994682312,4.054870128631592,-14.50629997253418,1.4098700284957886,0.034932377636825475,10067
200,48,39.77217587374157,-2.3234200477600098,3.8429698944091797,-13.749699592590332,1.4593700170516968,0.039234532684434026,10061
200,49,40.599778149819436,-2.455970048904419,3.791569948196411,-12.934399604797363,0.948298990726471,0.027658443847951193,7181
200,50,41.42981047315192,-2.711869955062866,3.8167200088500977,-12.1451997756958,0.5192220211029053,0.016988846036519956,9720
200,51,42.26037188555176,-3.047499895095825,3.896749973297119,-11.389699935913086,0.35596901178359985,0.01660347811379433,9630
200,52,43.090808990794336,-3.445889949798584,4.02810001373291,-10.67300033569336,0.21488699316978455,0.016647690596069985,4476
200,53,43.921023785259145,-3.898169994354248,4.216239929199219,-10.002699851989746,0.15888600051403046,0.016085332922309414,1768
200,54,44.75094560750675,-4.395279884338379,4.471720218658447,-9.389200210571289,0.10503000020980835,0.01673236733476539,25377
200,55,45.58059817830422,-4.92234992980957,4.806580066680908,-8.842949867248535,0.08257950097322464,0.01685539945317611,25437
200,56,46.41031054330951,-5.4556498527526855,5.229290008544922,-8.368260383605957,0.06822519749403,0.018170161031682668,25459
200,57,47.24033414847894,-5.964399814605713,5.739439964294434,-7.956120014190674,0.07433620095252991,0.018781137288833155,4865
200,58,48.070785539048465,-6.417180061340332,6.325660228729248,-7.580639839172363,0.10678499937057495,0.019310500293627728,16710
200,59,48.901081999279945,-6.779079914093018,6.968080043792725,-7.198910236358643,0.14269399642944336,0.019845591732973213,16712
200,60,49.73007847402373,-7.023449897766113,7.6262898445129395,-6.7581400871276855,0.22139999270439148,0.02019481065284098,22176
200,61,50.55671694290715,-7.129039764404297,8.242300033569336,-6.2171101570129395,0.2952609956264496,0.020385433092400988,16428
200,62,51.38176675730037,-7.082119941711426,8.74114990234375,-5.561629772186279,0.44508999586105347,0.02174967872044958,1399
200,63,52.2068236909539,-6.885499954223633,9.0414400100708,-4.818739891052246,0.6203669905662537,0.023538088236060458,24308
200,64,53.03210960155918,-6.559800148010254,9.067230224609375,-4.060880184173584,0.7028390169143677,0.024265826107203,24309
200,65,53.855849060313105,-6.163269996643066,8.8443603515625,-3.374119997024536,0.6850939989089966,0.022170305844213936,21621
