x,y,z,label,radius,curvature,torsion
125.525,89.2323,1.76485,6,2.51217,0.0980345,0.00771282
125.35,88.7664,2.26884,6,2.52327,0.103713,0.00908657
125.146,88.3161,2.73602,6,2.50715,0.108972,0.0108321
124.914,87.8811,3.16709,6,2.39717,0.113542,0.0130332
124.654,87.4606,3.56275,6,2.36111,0.117143,0.0155983
124.368,87.0543,3.9238,6,2.38757,0.119506,0.0185246
124.057,86.6614,4.25106,6,2.50181,0.120392,0.0218833
123.724,86.2812,4.54548,6,2.44795,0.119637,0.0256009
123.369,85.9129,4.8081,6,2.49102,0.117224,0.0295217
122.994,85.5557,5.04009,6,2.5507,0.113247,0.033629
122.601,85.2086,5.24271,6,2.51315,0.107879,0.0378623
122.19,84.8705,5.41738,6,2.54088,0.101351,0.0420109
121.765,84.5404,5.56558,6,2.53822,0.093934,0.0460102
121.325,84.217,5.68893,6,2.6454,0.0859052,0.0497762
120.872,83.8991,5.78918,6,2.70292,0.0775409,0.0527505
120.408,83.5854,5.86814,6,2.49207,0.0691052,0.0544113
119.933,83.2747,5.92773,6,2.66115,0.0608288,0.0541417
119.448,82.9656,5.96997,6,2.52347,0.0528941,0.0515792
118.954,82.6571,5.99693,6,2.52241,0.045413,0.046351
118.452,82.3481,6.01072,6,2.54883,0.0384557,0.0372927
117.942,82.0378,6.01352,6,2.54411,0.0320662,0.0231291
117.424,81.7254,6.00755,6,2.60147,0.0262725,0.00335676
116.9,81.4106,5.99506,6,2.53644,0.0211592,-0.0239988
116.37,81.0932,5.97838,6,2.54501,0.016991,-0.058488
115.834,80.7733,5.95985,6,2.58056,0.0143802,-0.0837052
115.292,80.4511,5.9419,6,2.58346,0.0141867,-0.0650197
114.746,80.1273,5.92702,6,2.58178,0.0166693,-0.0178366
114.197,79.8029,5.91773,6,2.64803,0.0212193,0.0127386
113.645,79.479,5.91666,6,2.60447,0.0271985,0.0232026
113.091,79.1572,5.92643,6,2.60604,0.0342648,0.0240896
112.536,78.8392,5.94974,6,2.65367,0.0422902,0.0213134
111.983,78.527,5.98926,6,2.6697,0.051226,0.0174358
111.432,78.2225,6.04769,6,2.55802,0.0610697,0.0133446
110.886,77.9282,6.12763,6,2.55802,0.0718611,0.00931907
110.346,77.6463,6.23161,6,2.628,0.0836415,0.00563363
109.815,77.3791,6.36198,6,2.87962,0.0963874,0.00219246
109.295,77.129,6.52094,6,2.61121,0.109975,-0.00118355
108.789,76.8982,6.71047,6,2.64835,0.124122,-0.00473483
108.46,76.7562,6.85468,6,2.71944,0.133614,-0.00731305
107.983,76.5623,7.09886,6,2.67953,0.147412,-0.011606
107.526,76.3928,7.37756,6,2.93235,0.159869,-0.0165437
107.093,76.2491,7.69159,6,2.69252,0.169967,-0.0221326
106.685,76.1321,8.04132,6,2.70083,0.176703,-0.0285352
106.306,76.0424,8.42667,6,2.80305,0.179268,-0.0360326
105.958,75.9797,8.84706,6,2.83975,0.177284,-0.0443046
105.642,75.9435,9.30141,6,2.79166,0.171,-0.0531318
105.361,75.9323,9.78813,6,2.96289,0.16111,-0.063221
105.114,75.9443,10.3051,6,2.79568,0.148571,-0.0752968
104.903,75.9767,10.85,6,2.79894,0.134644,-0.0892223
104.728,76.0266,11.4196,6,2.83923,0.120589,-0.105484
104.589,76.0902,12.0109,6,2.83923,0.107398,-0.124466
104.485,76.1637,12.6202,6,2.89717,0.0957312,-0.14781
104.416,76.2428,13.2439,6,2.81581,0.0860207,-0.176035
104.38,76.3231,13.878,6,2.84694,0.0787541,-0.207009
104.375,76.3999,14.5184,6,3.1256,0.0745534,-0.23235
104.401,76.4685,15.1608,6,2.92577,0.074077,-0.240423
104.454,76.5239,15.8006,6,3.00607,0.0776907,-0.227451
104.533,76.5613,16.4334,6,2.98846,0.0853576,-0.200301
104.635,76.5761,17.0543,6,3.00774,0.096831,-0.169737
104.757,76.5637,17.6589,6,2.98291,0.111847,-0.141849
104.897,76.5199,18.2425,6,3.07875,0.130155,-0.118703
105.051,76.441,18.8007,6,3.11122,0.151354,-0.100334
105.217,76.3235,19.3292,6,2.99556,0.17461,-0.0860623
105.392,76.1645,19.824,6,3.15796,0.198474,-0.0749234
105.573,75.9617,20.2815,6,3.02204,0.220694,-0.0666327
105.757,75.7135,20.6986,6,3.13528,0.238283,-0.0611046
105.942,75.4192,21.0729,6,3.07354,0.248051,-0.0579989
