x,y,z,label,radius,curvature,torsion
76.2938,107.605,1.57479,4,2.39998,0.17975,0.0421404
76.1794,107.727,2.08542,4,2.22664,0.162337,0.0485648
76.0174,107.846,2.59582,4,2.19824,0.143933,0.0571887
75.8111,107.96,3.10629,4,2.24241,0.125552,0.06917
75.5645,108.069,3.61714,4,2.28471,0.107895,0.0861854
75.2815,108.172,4.12873,4,2.28105,0.0913997,0.111302
74.9665,108.266,4.6414,4,2.31641,0.0763381,0.14967
74.6241,108.351,5.15555,4,2.33088,0.0630109,0.207392
74.2595,108.425,5.67157,4,2.43641,0.0519624,0.290901
73.8779,108.486,6.18984,4,2.34729,0.0441975,0.389815
73.4852,108.532,6.7107,4,2.42648,0.0412235,0.438938
73.0875,108.561,7.23441,4,2.44218,0.0440134,0.37863
72.6911,108.571,7.76108,4,2.39413,0.051826,0.269736
72.3024,108.561,8.29067,4,2.36434,0.0631317,0.179892
71.9278,108.527,8.8229,4,2.39017,0.0767496,0.120032
71.5736,108.469,9.35719,4,2.31787,0.091942,0.0812788
71.2458,108.384,9.89268,4,2.33973,0.108162,0.0551929
70.9499,108.271,10.4281,4,2.33531,0.12486,0.0370823
70.6911,108.128,10.962,4,2.27681,0.141355,0.0236751
70.4738,107.955,11.4923,4,2.40136,0.156735,0.012889
70.3017,107.751,12.0169,4,2.29559,0.169934,0.00409931
70.1475,107.43,12.7027,4,2.3046,0.182555,-0.00498853
70.0909,107.154,13.2033,4,2.38678,0.187389,-0.0104788
70.0859,106.847,13.6884,4,2.30254,0.18793,-0.0152864
70.1327,106.512,14.1551,4,2.2463,0.184417,-0.0197479
70.2307,106.15,14.6,4,2.13347,0.177515,-0.0240702
70.3782,105.764,15.0198,4,2.05285,0.168166,-0.0282303
70.573,105.355,15.4115,4,2.18205,0.157539,-0.0315114
70.8119,104.928,15.7719,4,2.12215,0.146719,-0.0338205
71.0913,104.484,16.0983,4,2.06934,0.136508,-0.0349775
71.4067,104.028,16.3884,4,2.07244,0.127511,-0.0340742
71.7539,103.564,16.6401,4,2.01139,0.120156,-0.0302668
72.1279,103.095,16.8519,4,2.02499,0.114553,-0.0228832
72.5243,102.625,17.0228,4,1.91951,0.110507,-0.0131679
72.9388,102.157,17.1526,4,1.86853,0.107655,-0.00271903
73.3676,101.695,17.2413,4,1.98451,0.105593,0.00858053
73.8071,101.241,17.2899,4,2.04929,0.103889,0.0206485
74.2546,100.799,17.2995,4,2.12479,0.102094,0.0327011
74.7077,100.372,17.272,4,2.25083,0.0997835,0.045212
75.1646,99.9597,17.2097,4,2.30097,0.0965697,0.0589778
75.6242,99.5651,17.1152,4,2.33205,0.0921516,0.0742224
76.0856,99.1887,16.9919,4,2.31774,0.0863765,0.0920093
76.7033,98.716,16.7883,4,2.27323,0.0765134,0.123594
77.1687,98.3829,16.6112,4,2.30265,0.0676366,0.159099
77.6364,98.0672,16.4176,4,2.35302,0.057831,0.214373
78.107,97.7676,16.2117,4,2.28471,0.047601,0.307469
78.5813,97.4822,15.9976,4,2.3072,0.0377883,0.475806
79.0599,97.2088,15.7797,4,2.22836,0.0300812,0.742706
79.5432,96.9448,15.5623,4,2.35465,0.0273083,0.902792
80.0316,96.6873,15.3496,4,2.33015,0.0311932,0.701101
80.5249,96.4336,15.1458,4,2.27986,0.0398503,0.440076
81.0229,96.1806,14.9551,4,2.27133,0.0507784,0.27997
81.5248,95.9256,14.7815,4,2.23242,0.0626318,0.190995
82.0294,95.6657,14.6288,4,2.2795,0.0747635,0.138007
82.535,95.3986,14.5008,4,2.31873,0.0867833,0.103861
83.0396,95.122,14.4009,4,2.30687,0.0984333,0.0802263
83.5405,94.8342,14.3323,4,2.2237,0.109542,0.0623177
84.0348,94.534,14.2977,4,2.0941,0.119973,0.0474723
84.5189,94.2208,14.2997,4,2.09834,0.129647,0.0343241
84.989,93.8949,14.3401,4,2.15299,0.13861,0.0223366
85.4409,93.5571,14.4203,4,2.1412,0.14721,0.0119803
85.8704,93.2091,14.541,4,2.18751,0.155912,0.00257802
86.2729,92.8534,14.7025,4,2.19762,0.165101,-0.00630402
86.6441,92.493,14.9045,4,2.44109,0.174973,-0.0147835
87.0828,92.0116,15.2354,4,2.28269,0.188981,-0.0258654
87.3648,91.6553,15.5279,4,2.29548,0.199602,-0.0343488
87.6026,91.3081,15.8564,4,2.45563,0.209642,-0.0421954
87.7938,90.9746,16.2183,4,2.44478,0.21821,-0.0494928
87.9366,90.6597,16.6107,4,2.54411,0.224029,-0.056836
88.0302,90.3679,17.0307,4,2.58157,0.225803,-0.0645152
88.0751,90.1031,17.4748,4,2.70851,0.223094,-0.0723295
88.0726,89.8691,17.9398,4,2.79242,0.216069,-0.0803548
88.025,89.6687,18.4222,4,2.79242,0.205276,-0.0889982
87.9356,89.5043,18.9189,4,2.76909,0.19147,-0.0994353
87.8082,89.3776,19.4269,4,2.77578,0.175511,-0.112834
87.6475,89.2896,19.9435,4,2.97473,0.158259,-0.130958
87.4588,89.2405,20.4665,4,2.69022,0.140536,-0.155629
87.2478,89.2297,20.994,4,2.63078,0.123142,-0.190078
87.0208,89.2559,21.5245,4,2.56032,0.106804,-0.23924
86.7843,89.3169,22.057,4,2.53073,0.0923232,-0.306145
86.5452,89.4097,22.591,4,2.47249,0.0808278,-0.38522
86.3102,89.5308,23.1263,4,2.53473,0.0736571,-0.453695
86.0861,89.6759,23.6628,4,2.53952,0.0719429,-0.474038
85.8793,89.84,24.2008,4,2.44461,0.0759707,-0.433354
85.6959,90.0178,24.7404,4,2.34268,0.0849346,-0.361219
85.4972,90.2663,25.4626,4,2.35175,0.102195,-0.270961
85.3887,90.4533,26.0061,4,2.49432,0.117259,-0.220475
85.3192,90.6337,26.5506,4,2.26546,0.132567,-0.185481
85.2915,90.8016,27.0952,4,2.28752,0.146843,-0.163466
85.307,90.9507,27.638,4,2.5493,0.159455,-0.151741
85.3657,91.0754,28.1767,4,2.29567,0.170655,-0.145832
85.4666,91.1703,28.7083,4,2.29516,0.18091,-0.142594
85.6075,91.2307,29.2293,4,2.42113,0.190671,-0.14022
85.7852,91.252,29.7358,4,2.4652,0.200074,-0.138417
85.9955,91.2304,30.2234,4,2.3719,0.209205,-0.137273
86.2336,91.163,30.6877,4,2.50379,0.218255,-0.136283
86.4935,91.0475,31.124,4,2.46497,0.227651,-0.133015
86.7688,90.8827,31.5277,4,2.50977,0.237419,-0.127075
87.0526,90.6681,31.8944,4,2.55201,0.24676,-0.118993
87.3379,90.4043,32.2204,4,2.47599,0.254241,-0.110325
87.6178,90.0928,32.5026,4,2.57874,0.258087,-0.101694
87.8861,89.7358,32.7388,4,2.4831,0.256287,-0.0936787
88.1373,89.3361,32.9282,4,2.78243,0.247341,-0.0879065
88.3669,88.8972,33.071,4,2.65849,0.23152,-0.085275
88.5712,88.4226,33.1688,4,2.56407,0.210343,-0.0858902
88.7479,87.9164,33.2246,4,2.77254,0.185785,-0.0907786
88.9381,87.1994,33.2401,4,2.75892,0.15092,-0.109022
89.0465,86.6354,33.2142,4,2.70118,0.125006,-0.138051
89.1263,86.0535,33.1628,4,2.87558,0.100396,-0.192166
89.1791,85.4578,33.0925,4,3.04845,0.0780143,-0.292968
89.2074,84.8525,33.0108,4,2.98816,0.0594261,-0.480324
89.2142,84.2418,32.9255,4,2.79375,0.0482489,-0.721055
89.2033,83.6301,32.8448,4,3.01621,0.049979,-0.684074
89.1786,83.0219,32.7766,4,2.96935,0.0646756,-0.422726
89.1446,82.422,32.7288,4,3.09831,0.0873796,-0.240062
89.1053,81.8354,32.7084,4,2.86908,0.115123,-0.14311
89.0646,81.2676,32.7219,4,2.96181,0.147244,-0.0895765
89.0258,80.724,32.7742,4,3.16227,0.183869,-0.0551408
88.9916,80.2104,32.8697,4,2.8433,0.225018,-0.0289402
88.9642,79.7328,33.0112,4,2.70136,0.269816,-0.00602647
88.9447,79.2971,33.2002,4,2.79578,0.315625,0.0170711
88.9334,78.909,33.4373,4,2.82896,0.357542,0.0422772
88.9298,78.5739,33.7212,4,2.61081,0.389131,0.0662627
88.9321,78.2964,34.0499,4,2.49595,0.404317,0.0873693
88.9381,78.0803,34.4201,4,2.35363,0.399581,0.10506
88.9445,77.9283,34.8275,4,2.50324,0.376121,0.11838
88.9477,77.8415,35.2675,4,2.66139,0.339917,0.126738
88.9437,77.82,35.7349,4,2.17288,0.298096,0.131383
88.9197,77.89,36.3919,4,2.16096,0.242681,0.136071
88.8825,78.0126,36.9033,4,2.25332,0.204827,0.143177
88.8244,78.1903,37.4256,4,2.29516,0.171168,0.157033
88.7421,78.4172,37.9542,4,2.34133,0.14178,0.181952
88.6327,78.6858,38.4856,4,2.24435,0.116945,0.220323
88.4938,78.9876,39.0165,4,2.11453,0.0971899,0.273188
88.3238,79.3131,39.5441,4,2.0445,0.0832071,0.332619
88.122,79.6521,40.0664,4,2.02531,0.0759435,0.369744
87.8883,79.9942,40.5815,4,1.92445,0.0759783,0.352112
87.6232,80.3289,41.0881,4,1.98053,0.0825212,0.2901
87.3281,80.6463,41.5849,4,1.919,0.0937664,0.220399
87.0048,80.937,42.0708,4,2.01337,0.108005,0.161196
86.6558,81.1926,42.5445,4,2.13545,0.123782,0.113444
86.2836,81.4061,43.0046,4,2.14229,0.139722,0.0744887
85.8911,81.5719,43.4494,4,2.16286,0.154633,0.0439777
85.4812,81.6859,43.8769,4,2.09524,0.167484,0.0173912
85.0566,81.7455,44.2847,4,2.11375,0.177314,-0.0083325
84.62,81.7497,44.67,4,2.13302,0.183427,-0.0331993
84.1738,81.6989,45.03,4,2.21974,0.185578,-0.0580262
83.7202,81.5948,45.3614,4,2.11384,0.184002,-0.0838237
83.261,81.4404,45.6609,4,2.1566,0.179402,-0.108547
82.6427,81.1634,46.0052,4,2.08652,0.170408,-0.134753
82.176,80.909,46.2182,4,1.90579,0.162768,-0.147806
81.7076,80.621,46.3895,4,1.86182,0.155078,-0.155357
