x,y,z,label,radius,curvature,torsion
101.8,66.3498,29.205,133,-1,0.0741789,0.0199875
102.068,66.81,29.43,6,1.99276,0.074839,0.021767
102.344,67.2487,29.6638,6,1.96867,0.075291,0.0236617
102.629,67.6663,29.9056,6,1.87041,0.0755334,0.0256739
103.07,68.254,30.2823,6,1.8879,0.0755104,0.0289167
103.373,68.6206,30.5416,6,1.98478,0.0752482,0.0312306
103.684,68.9675,30.8069,6,1.83073,0.0748021,0.033668
104.164,69.4516,31.2144,6,1.84572,0.0738223,0.0375575
104.493,69.751,31.4915,6,1.82857,0.0729892,0.0403062
104.828,70.0319,31.7723,6,1.85616,0.0720366,0.043178
105.344,70.4199,32.199,6,1.81608,0.0704327,0.0477086
105.695,70.6568,32.4862,6,1.76231,0.0692811,0.0508681
106.053,70.8768,32.7748,6,1.75877,0.068091,0.0541273
106.601,71.1759,33.209,6,1.86532,0.066285,0.0591686
106.973,71.3554,33.4984,6,1.81796,0.0651001,0.062599
107.351,71.5192,33.7869,6,1.71186,0.0639558,0.0660508
107.929,71.7368,34.2169,6,1.83166,0.0623601,0.0711845
108.32,71.8635,34.5007,6,1.69817,0.0614047,0.0745092
108.716,71.9762,34.7814,53,1.96752,0.0605567,0.0776918
109.117,72.0751,35.0585,53,2.06757,0.059832,0.0806707
109.727,72.1985,35.4658,7,1.76653,0.0590081,0.0846158
110.139,72.2648,35.7309,7,1.59231,0.0586525,0.0868043
110.556,72.3187,35.9901,7,1.531,0.0584643,0.0885714
111.188,72.3774,36.3664,7,1.59707,0.058514,0.0903313
111.614,72.4022,36.608,7,1.56435,0.0587772,0.0908659
112.044,72.416,36.8415,7,1.6919,0.0592285,0.0908749
112.695,72.4172,37.1751,7,1.64597,0.0602601,0.0899228
113.133,72.4054,37.3855,7,1.61933,0.0611816,0.0886836
113.574,72.384,37.5855,7,1.62586,0.0622848,0.0870097
114.24,72.335,37.8647,7,1.56405,0.064264,0.0838005
114.688,72.2915,38.036,7,1.46849,0.0657849,0.0812805
115.138,72.2399,38.1947,7,1.46161,0.0674516,0.0785248
115.818,72.148,38.4077,7,1.52448,0.0701894,0.0740712
116.273,72.0777,38.5321,7,1.54284,0.0721447,0.0709607
116.73,72.0006,38.6417,7,1.66497,0.0741776,0.0677861
117.189,71.9172,38.7358,7,1.62942,0.0762621,0.0645817
117.88,71.781,38.8465,7,1.54404,0.0794214,0.0597792
118.342,71.6834,38.8992,7,1.57332,0.0815019,0.0566109
118.805,71.5808,38.9341,7,1.57874,0.0835207,0.0534875
119.501,71.4185,38.9519,7,1.57834,0.0863509,0.0489112
119.966,71.3052,38.9398,7,1.65462,0.0880492,0.0459451
120.431,71.1883,38.9078,7,1.54994,0.0895518,0.0430547
121.129,71.0072,38.821,7,1.47064,0.0913588,0.038873
121.595,70.8831,38.7363,7,1.54914,0.0922177,0.0361952
122.06,70.7568,38.6295,7,1.51794,0.0927682,0.0336115
122.758,70.5642,38.4263,7,1.53462,0.0929731,0.0299231
123.222,70.4342,38.2613,7,1.40114,0.0926799,0.0275962
123.685,70.3035,38.0719,141,-1,0.0920406,0.0253801
