x,y,z,label,radius,curvature,torsion
71.2348,108.078,3.98041,132,-1,0.0947873,0.0411886
70.7254,108.237,4.44466,4,2.00195,0.097377,0.046204
70.2263,108.349,4.90913,4,2.00063,0.0999427,0.0522742
69.7397,108.416,5.3736,4,1.91457,0.102544,0.059516
69.2681,108.44,5.8378,4,1.97233,0.105287,0.0679256
68.8141,108.422,6.30147,4,1.9497,0.108331,0.077253
68.3804,108.364,6.76431,4,1.94258,0.111892,0.0872802
67.97,108.268,7.22602,4,1.96126,0.11625,0.0974725
67.5861,108.137,7.68625,4,1.92581,0.121706,0.105245
67.2321,107.972,8.14459,4,1.89784,0.128478,0.10966
66.9116,107.775,8.60061,4,1.83458,0.136678,0.110789
66.6281,107.55,9.05376,4,1.81318,0.146254,0.107897
66.3853,107.3,9.5034,4,1.7921,0.156816,0.100913
66.1867,107.027,9.94875,4,1.92456,0.167677,0.0910934
66.0354,106.733,10.3888,4,1.9209,0.177932,0.079563
65.934,106.424,10.8225,4,1.89266,0.186677,0.0672111
65.8847,106.101,11.2482,4,1.98351,0.193083,0.0540627
65.8886,105.768,11.6643,4,2.02347,0.196453,0.0401427
65.9465,105.428,12.0688,4,2.0958,0.19655,0.0271095
66.058,105.085,12.4596,4,2.03881,0.193759,0.0150558
66.2222,104.741,12.8342,4,2.04733,0.188766,0.00358365
66.4372,104.399,13.19,4,1.96469,0.182379,-0.0072051
66.7006,104.062,13.5243,4,1.98836,0.175298,-0.01712
67.0096,103.733,13.8343,4,2.12528,0.168026,-0.0263364
67.3606,103.413,14.1174,4,2.08271,0.160868,-0.0346196
67.7497,103.105,14.371,4,2.11558,0.154109,-0.0405821
68.1726,102.811,14.593,4,2.11449,0.147897,-0.0439194
68.7815,102.441,14.8367,4,2.08723,0.140227,-0.0444897
69.2664,102.181,14.9789,4,2.06848,0.134487,-0.0438887
69.7709,101.938,15.0855,4,2.27808,0.128309,-0.0428375
70.2912,101.71,15.1569,4,2.15223,0.121291,-0.0415702
70.824,101.498,15.1936,4,2.05285,0.113142,-0.0418555
71.366,101.301,15.1972,4,2.06137,0.103789,-0.0446832
71.915,101.117,15.1695,4,2.08673,0.0932844,-0.0510807
72.4686,100.944,15.1131,4,2.10102,0.0817617,-0.0632458
73.0252,100.782,15.0309,4,2.10474,0.0694318,-0.0857537
73.5835,100.628,14.9263,4,2.08779,0.056576,-0.128905
74.1425,100.48,14.8027,4,2.0408,0.0435747,-0.218897
74.7014,100.334,14.6642,4,2.03579,0.0310659,-0.431903
75.2597,100.188,14.5146,4,2.01571,0.0207657,-0.965946
75.8169,100.04,14.3583,4,2.00253,0.0177265,-1.32149
76.3724,99.8863,14.1995,4,2.0629,0.024944,-0.664974
76.9254,99.7241,14.0427,4,2.03085,0.036871,-0.304196
77.475,99.551,13.8922,4,2.0408,0.0503284,-0.164214
78.0197,99.3645,13.7523,4,1.95137,0.0644791,-0.101832
78.558,99.1626,13.6276,4,2.06273,0.0790987,-0.0702366
79.0877,98.9437,13.522,4,1.95054,0.0941518,-0.0527428
79.6063,98.7065,13.4398,4,1.97808,0.109688,-0.0425529
80.1108,98.4504,13.3847,4,2.03085,0.125744,-0.0365611
80.5979,98.1753,13.3602,4,2.05701,0.14224,-0.0332542
81.0641,97.8815,13.3694,4,2.03085,0.158946,-0.0318646
81.5055,97.5702,13.4152,4,1.99502,0.175382,-0.0322105
81.9183,97.2431,13.4997,4,1.93757,0.190695,-0.034241
82.2988,96.9024,13.6245,4,1.95407,0.20376,-0.0380467
82.7502,96.4318,13.8552,4,1.88488,0.215793,-0.0454291
83.0433,96.0713,14.0765,4,2.03613,0.219985,-0.0524122
83.295,95.7084,14.3385,4,1.98876,0.219658,-0.0609505
83.5043,95.3474,14.64,4,1.99149,0.214846,-0.0712555
83.6708,94.9925,14.979,4,1.98498,0.206211,-0.0834757
83.7952,94.6481,15.3532,4,2.06929,0.194725,-0.0982089
83.8792,94.3182,15.7599,4,2.05626,0.181419,-0.116029
83.925,94.007,16.1965,4,2.13533,0.167307,-0.136836
83.9363,93.718,16.6598,4,2.18678,0.153266,-0.16156
83.9171,93.4548,17.1468,4,2.17851,0.139966,-0.191163
83.8725,93.22,17.6547,4,2.18457,0.127953,-0.224095
83.808,93.0159,18.1805,4,2.13779,0.117752,-0.258328
83.7298,92.8441,18.7218,4,2.34211,0.109803,-0.290639
83.6444,92.7055,19.2759,4,2.48591,0.104402,-0.315521
83.5586,92.6003,19.8406,4,2.28471,0.101618,-0.328238
83.4793,92.5278,20.4136,4,2.48805,0.101252,-0.328578
83.4131,92.4865,20.9926,4,2.3719,0.102882,-0.31967
83.3664,92.4741,21.5755,4,2.34988,0.106144,-0.303297
83.3453,92.4875,22.1601,4,2.44532,0.110684,-0.282555
83.355,92.5227,22.7437,4,2.35608,0.11607,-0.261012
83.4002,92.5751,23.3239,4,2.29579,0.121969,-0.242182
83.4846,92.6397,23.8978,4,2.27735,0.128264,-0.226257
83.6109,92.7109,24.4621,4,2.20174,0.13493,-0.212674
83.7811,92.7829,25.0135,4,2.1881,0.141969,-0.199602
83.9959,92.8493,25.5484,4,2.31247,0.149228,-0.186616
84.2548,92.9042,26.0628,4,2.37093,0.156533,-0.174992
84.5562,92.9412,26.5528,4,2.23077,0.163856,-0.164843
85.0186,92.9531,27.1606,4,2.3468,0.174161,-0.150273
85.4047,92.927,27.5769,4,2.36085,0.18278,-0.138579
85.8176,92.8662,27.9545,4,2.4483,0.192637,-0.12696
86.2497,92.7676,28.2894,4,2.72019,0.204553,-0.116293
86.6925,92.6291,28.5779,4,2.36664,0.219363,-0.105932
87.1368,92.4499,28.8167,4,2.49407,0.237524,-0.0958522
87.5729,92.2306,29.0031,4,2.59565,0.259177,-0.0878824
87.9909,91.9727,29.1354,4,2.53135,0.284133,-0.082206
88.3811,91.6791,29.2124,4,2.54148,0.311353,-0.0785902
88.7342,91.3534,29.234,4,2.64883,0.338681,-0.0771775
89.0415,91,29.2012,4,2.60169,0.36278,-0.0779513
89.295,90.6241,29.1159,4,2.58975,0.378964,-0.0807841
89.4881,90.2307,28.9814,4,2.6006,0.382361,-0.0854226
89.6156,89.8252,28.8018,4,2.59883,0.370774,-0.0905175
89.6738,89.4122,28.5823,4,2.46207,0.345851,-0.0960657
89.6604,88.9964,28.329,4,2.4524,0.311819,-0.102702
89.575,88.5815,28.0488,4,2.46767,0.273422,-0.111059
89.4185,88.1706,27.7492,4,2.33182,0.234324,-0.123769
89.1938,87.7657,27.4379,4,2.11442,0.196851,-0.145546
88.9056,87.3678,27.1229,4,2.29291,0.162483,-0.179582
88.5602,86.9766,26.8125,4,2.12299,0.13294,-0.226941
88.1661,86.5907,26.5144,4,2.44324,0.10959,-0.288202
87.7326,86.2082,26.2359,4,2.17068,0.0936233,-0.352168
87.27,85.8266,25.9836,4,2.33955,0.0862439,-0.388967
86.7893,85.443,25.7632,4,2.34604,0.0881451,-0.365802
86.3017,85.0552,25.5794,4,2.51528,0.0985998,-0.299425
85.8187,84.6607,25.4358,4,2.39117,0.115982,-0.229501
85.2008,84.1221,25.3115,4,2.38032,0.147533,-0.158601
84.7709,83.7079,25.2705,4,2.36104,0.176283,-0.121152
84.3806,83.2858,25.2748,4,2.3148,0.208723,-0.0937332
84.0386,82.858,25.3238,4,2.49674,0.244236,-0.0715606
83.7522,82.4277,25.4158,4,2.13461,0.28142,-0.0507537
83.5276,81.9995,25.5486,4,2.27706,0.317929,-0.0311939
83.369,81.5787,25.7194,4,2.47468,0.351124,-0.0136265
83.2794,81.1716,25.9246,4,2.49185,0.378073,0.00278828
83.2601,80.785,26.1607,4,2.40968,0.395897,0.0183551
83.3111,80.426,26.4235,4,2.47452,0.40175,0.0339076
83.431,80.1017,26.7088,4,2.53545,0.393951,0.0494403
83.6169,79.8189,27.0125,4,2.64899,0.373315,0.0652605
83.8639,79.5838,27.3301,4,2.60397,0.34385,0.0792459
84.1658,79.402,27.6575,4,2.3777,0.311359,0.090722
84.5147,79.2777,27.9908,4,2.25332,0.280211,0.0997749
84.9018,79.2145,28.3264,4,2.20598,0.252733,0.107378
85.3177,79.2148,28.6608,4,2.16667,0.229664,0.114645
85.7526,79.2797,28.9914,4,2.12222,0.210971,0.121835
86.1962,79.4093,29.3159,4,2.11617,0.196265,0.128653
86.6384,79.6025,29.6324,4,2.31691,0.18528,0.13274
87.0693,79.8567,29.9399,4,2.08152,0.177684,0.13333
87.4793,80.1688,30.2377,4,2.13719,0.172841,0.130538
87.8599,80.5342,30.5254,4,2.15736,0.169938,0.126172
88.2031,80.9478,30.8033,4,2.05079,0.168218,0.120999
88.5023,81.404,31.0719,4,2.16727,0.16696,0.115408
88.752,81.8962,31.3318,4,2.07753,0.165532,0.110505
88.9479,82.4179,31.5839,4,2.10058,0.163617,0.1069
89.1207,83.1469,31.9098,4,2.11989,0.160214,0.103572
89.1819,83.7091,32.1479,4,2.06133,0.157222,0.102712
89.1843,84.2762,32.3817,4,1.89032,0.154344,0.103712
89.1289,84.8407,32.6122,4,1.88144,0.152211,0.105817
89.0177,85.395,32.8402,4,1.84848,0.151538,0.108112
88.8535,85.9316,33.0666,4,1.90482,0.153047,0.109558
88.6398,86.443,33.292,4,1.76064,0.157403,0.109309
88.3809,86.9221,33.517,4,1.91868,0.165159,0.106804
88.0815,87.3621,33.742,4,1.89249,0.176644,0.10123
87.7468,87.7565,33.9674,4,1.93636,0.191739,0.0930069
87.3821,88.0995,34.1933,4,2.2235,0.209755,0.0829501
86.9931,88.3862,34.4196,4,2.13003,0.229333,0.0722303
86.585,88.6123,34.6462,4,2.24273,0.248537,0.0613932
86.1633,88.7748,34.8725,4,2.04547,0.264743,0.0500667
85.7329,88.8717,35.0982,4,2.4149,0.27489,0.0380201
85.2984,88.9023,35.3223,4,2.00966,0.276182,0.0254437
84.8636,88.8669,35.5441,4,2.04153,0.267029,0.0120555
84.432,88.7674,35.7627,4,1.86627,0.247672,-0.00257536
84.0058,88.6069,35.977,4,1.8309,0.220459,-0.0170045
83.5868,88.39,36.186,4,1.76777,0.189083,-0.0320264
83.1756,88.1224,36.3887,4,1.63088,0.15672,-0.0501274
82.7723,87.8107,36.5843,4,1.76043,0.125431,-0.0763683
82.3763,87.4621,36.7719,4,1.63029,0.0962076,-0.122333
81.9862,87.0845,36.951,4,1.7635,0.0694947,-0.219708
81.6004,86.6861,37.1212,52,1.70818,0.04596,-0.476332
81.2166,86.275,37.2824,5,1.61596,0.0289638,-1.1565
80.8324,85.8595,37.4348,5,1.46505,0.0286212,-1.15847
80.3148,85.3122,37.6246,5,1.37003,0.0499022,-0.375346
79.9192,84.9161,37.7575,5,1.25964,0.0696234,-0.192397
79.5145,84.5393,37.8831,5,1.29087,0.0893747,-0.115015
79.0984,84.1874,38.0019,5,1.29605,0.107946,-0.0743866
78.6688,83.865,38.1146,5,1.30914,0.124118,-0.0477566
78.2242,83.5756,38.2218,5,1.2624,0.136522,-0.0263692
77.763,83.3217,38.3238,5,1.30778,0.143814,-0.00592063
77.2847,83.1048,38.4208,5,1.31868,0.14519,0.0138197
76.7889,82.925,38.5128,5,1.22927,0.141139,0.0325048
76.2759,82.7816,38.5993,5,1.123,0.132896,0.0517538
75.7464,82.6731,38.6797,5,1.09808,0.121978,0.0727252
75.2015,82.5974,38.7529,5,1.15274,0.109699,0.0968419
74.6426,82.5519,38.8178,5,1.15274,0.0971088,0.125855
74.0714,82.5337,38.8729,5,1.18932,0.0850887,0.161387
73.4897,82.5395,38.9169,5,1.24499,0.0744001,0.203177
72.8997,82.5659,38.9478,5,1.18276,0.0657301,0.247064
72.3035,82.6093,38.9642,5,1.08582,0.0596733,0.281969
71.7034,82.666,38.9641,5,1.24216,0.0566062,0.294939
71.1014,82.7325,38.9458,5,1.24608,0.0565357,0.280556
70.4999,82.8053,38.9077,5,1.25,0.0591049,0.245061
69.9009,82.881,38.8482,5,1.3357,0.0637144,0.202089
69.3062,82.9565,38.7656,5,1.29164,0.069732,0.162043
68.7178,83.0286,38.6587,5,1.32934,0.0766083,0.128571
68.1375,83.0947,38.5261,5,1.33785,0.0838725,0.101936
67.5667,83.152,38.3664,5,1.33022,0.0911905,0.0829907
67.0069,83.1981,38.1788,140,-1,0.0984181,0.0699696
