x,y,z,label,radius,curvature,torsion
74.0959,112.625,2.94203,132,-1,0.0675825,0.0155815
74.0771,112.703,3.59862,4,2.17237,0.0688442,0.0176939
74.0327,112.775,4.2416,4,2.12896,0.0698161,0.0211645
73.9635,112.841,4.87112,4,2.03085,0.0704089,0.02635
73.8703,112.901,5.48738,4,2.01693,0.0705386,0.0341117
73.7541,112.955,6.09057,4,2.03085,0.0701463,0.0465259
73.6159,113.003,6.68096,4,2.16258,0.0692087,0.0649555
73.457,113.043,7.25888,4,2.18492,0.0677515,0.0909239
73.2789,113.074,7.82473,4,2.26998,0.0658892,0.124518
73.0831,113.097,8.37904,4,2.18314,0.0638589,0.166069
72.8715,113.109,8.92245,4,2.1866,0.0620328,0.214483
72.646,113.109,9.45573,4,2.28471,0.0609259,0.264184
72.4088,113.095,9.97977,4,2.18661,0.0611344,0.305203
72.1624,113.066,10.4956,4,2.24739,0.0632791,0.326144
71.9094,113.018,11.0042,4,2.30254,0.0678389,0.317849
71.6531,112.949,11.5068,4,2.21985,0.0747228,0.280876
71.3967,112.857,12.0044,4,2.17839,0.0832283,0.234932
71.1439,112.738,12.4979,4,2.20722,0.0924513,0.193323
70.8986,112.591,12.9876,4,2.24303,0.101677,0.161182
70.665,112.414,13.4738,4,2.27119,0.110529,0.137462
70.4472,112.205,13.9559,4,2.2687,0.118789,0.120292
70.2498,111.964,14.4333,4,2.23356,0.126362,0.107192
70.077,111.69,14.9046,4,2.31094,0.13323,0.0964681
69.9333,111.385,15.3679,4,2.21022,0.139446,0.0877327
69.8227,111.049,15.8212,4,2.1212,0.145172,0.0800476
69.7492,110.686,16.2616,4,2.15606,0.150712,0.0712095
69.7162,110.299,16.6862,4,2.13005,0.156246,0.0611255
69.7266,109.891,17.0918,4,2.08615,0.161707,0.0500197
69.7827,109.466,17.4747,4,2.00068,0.166931,0.0387102
69.8856,109.029,17.8316,4,1.99375,0.171717,0.0271142
70.036,108.586,18.1591,4,2.04121,0.175626,0.0149014
70.2334,108.139,18.4541,4,2.04519,0.178075,0.00289029
70.4765,107.694,18.7138,4,2.02396,0.178623,-0.00826517
70.7632,107.255,18.9358,4,2.10988,0.17687,-0.0191445
71.0908,106.824,19.1182,4,2.13226,0.172453,-0.0299665
71.4558,106.404,19.26,4,2.19019,0.165326,-0.0399823
71.8544,105.998,19.3604,4,2.19704,0.155752,-0.0495881
72.2825,105.605,19.4195,4,2.19987,0.144123,-0.0593321
72.7357,105.226,19.4383,4,2.13814,0.130875,-0.0695029
73.2098,104.861,19.418,4,2.18307,0.116443,-0.0810273
73.7004,104.508,19.3609,4,2.11071,0.101209,-0.0957353
74.2037,104.166,19.2699,4,2.18637,0.0855033,-0.117436
