x,y,z,label,radius,curvature,torsion
123.5,93.5,1.5,133,-1,0.113134,0.00572659
124,93.5,2,6,2.35827,0.122422,0.00663035
124,93.5,2.5,6,2.35713,0.131734,0.00777996
124,93,3,6,2.26762,0.140717,0.00922681
124,93,3.5,6,2.15192,0.148966,0.0109874
124,92.5,4,6,2.23881,0.156056,0.0129749
124.5,92.5,4.5,6,2.16593,0.161605,0.0151816
124,92,5,6,2.28771,0.165327,0.0175663
124,92,5.5,6,2.27291,0.167093,0.0195738
124,91.5,6,6,2.31863,0.166922,0.0209289
123.5,91,6.5,6,2.28221,0.16495,0.0215367
123,91,7,6,2.31109,0.161399,0.0210492
122.5,90.5,7.5,6,2.35515,0.156516,0.0191012
122,90,7.5,6,2.37656,0.150497,0.0156156
121.5,89.5,8,6,2.2981,0.143474,0.0107331
121,89,8.5,6,2.30889,0.135578,0.00509295
120.5,89,8.5,6,2.34259,0.126942,-0.00143388
120,88.5,8.5,6,2.46305,0.117668,-0.00915961
119.5,88,9,6,2.64642,0.107823,-0.0182098
119,88,9,6,2.62158,0.0974383,-0.0294001
118.5,87.5,9,6,2.57703,0.0865314,-0.0445013
118,87,8.5,6,2.67973,0.0751426,-0.065755
117.5,86.5,8.5,6,2.83035,0.0634512,-0.097566
117,86,8.5,6,2.77254,0.0516896,-0.151343
116.5,86,8.5,6,2.96246,0.0401927,-0.254618
116,86,8,6,2.74281,0.029714,-0.472886
115.5,85.5,8,6,2.51692,0.0222965,-0.856385
115,85,8,6,2.54228,0.0219185,-0.91221
114.5,85,8,6,2.59281,0.0292743,-0.530124
114,84.5,8,6,2.60559,0.0405852,-0.287205
113.5,84,8,6,2.60253,0.0534623,-0.172752
113,84,7.5,6,2.62786,0.0669201,-0.115043
112.5,84,7.5,6,2.5507,0.0805196,-0.0821725
112,83.5,7.5,6,2.54411,0.0939181,-0.0610761
111.5,83.5,7.5,6,2.5254,0.106719,-0.0459276
111,83.5,7.5,6,2.48647,0.118425,-0.0337345
110.5,83.5,7.5,6,2.55037,0.128474,-0.0230089
110,83.5,7.5,6,2.5639,0.136329,-0.0129225
109.5,83,8,6,2.59217,0.141583,-0.00369044
109,83,8,6,2.60082,0.144054,0.00499741
108.5,82.5,8.5,6,2.55747,0.143794,0.013599
108,82.5,9,6,2.52785,0.141126,0.0210775
107.5,82,9.5,6,2.63936,0.136648,0.0263751
107,82,10,6,2.55803,0.130995,0.0297398
106.5,81.5,10.5,6,2.79239,0.124736,0.0312456
106.5,81,11,6,2.57233,0.118378,0.0307349
106,81,11.5,6,2.54406,0.112317,0.0279976
106,81,12,6,2.53038,0.106808,0.0228413
105.5,81,12.5,6,2.66491,0.10196,0.0160217
105,81,13,6,2.45451,0.0977885,0.00763262
105,81,13.5,6,2.51783,0.0942648,-0.00259162
105,81,14,6,2.50874,0.091346,-0.0144404
104.5,81,14.5,6,2.41247,0.0890034,-0.0277233
104.5,81,15,6,2.45884,0.0872207,-0.0428576
104.5,81,15.5,6,2.47468,0.0860018,-0.060102
104.5,81,16,6,2.46503,0.0854143,-0.0790865
104.5,81,16.5,6,2.47872,0.0856037,-0.0999297
104.5,81,17,6,2.48433,0.0867902,-0.122492
104.5,81,17.5,6,2.48647,0.0892152,-0.146285
104.5,81,18,6,2.48647,0.0930928,-0.171382
104.5,81,18.5,6,2.47872,0.0987159,-0.197952
104.5,81,19,6,2.47312,0.106537,-0.222137
104.5,81,19.5,6,2.47312,0.11719,-0.23921
104.5,81,20,6,2.62293,0.131193,-0.249271
104,81.5,20.5,6,2.50929,0.148793,-0.253834
104.5,81.5,21,6,2.54064,0.169944,-0.253885
104.5,81.5,21.5,6,2.5014,0.194039,-0.250774
105,81.5,22,6,2.6028,0.219555,-0.245522
105.5,81.5,22.5,6,2.6091,0.24393,-0.236162
105,82,23,6,2.90125,0.263708,-0.222156
105.5,82,23.5,6,2.66044,0.275179,-0.20432
105.5,82,24,6,2.60931,0.275835,-0.185563
106,82,24.5,6,2.9405,0.26591,-0.167569
106.5,82,24.5,6,2.8673,0.247757,-0.150462
107,81.5,25,6,2.71078,0.224622,-0.134956
107.5,81,25,6,2.72775,0.199462,-0.1224
108,80.5,25,6,2.51814,0.174454,-0.113226
108,80,25,6,2.7476,0.150972,-0.107783
108,79.5,25,6,3.03328,0.129928,-0.107834
107.5,79,25.5,6,2.74004,0.112029,-0.113201
107.5,78.5,26,6,2.62369,0.09775,-0.122628
107,78,26.5,6,2.59971,0.0874903,-0.133431
107,77.5,26.5,6,2.66027,0.0815584,-0.141783
107,77,26.5,6,2.73601,0.0802561,-0.14373
107,76.5,27,6,2.89767,0.0837727,-0.1377
106.5,76,27.5,6,2.82224,0.0921333,-0.125502
106.5,75.5,27.5,6,2.80236,0.105264,-0.111963
106,75,28,6,2.74405,0.123169,-0.100579
106,74.5,28.5,6,2.72112,0.145984,-0.0925892
106,74,28.5,6,2.79037,0.173915,-0.0885189
105.5,73.5,28.5,6,2.65322,0.207078,-0.0884932
105.5,73,29,6,2.54647,0.245031,-0.0917874
105.5,72.5,29,6,2.46908,0.285851,-0.0980585
105.5,72,29,6,2.38868,0.325509,-0.107948
105.5,71.5,29,6,2.96046,0.358012,-0.121448
105,71,28.5,6,2.50981,0.37792,-0.135546
104.5,70.5,29,6,2.44447,0.382384,-0.148162
104,70,29.5,6,2.51006,0.371956,-0.157937
