x,y,z,label,radius,curvature,torsion
121,83.5,2,133,-1,0.109057,-0.000382574
121,83.5,2.5,6,2.03085,0.115955,-0.000442346
121,83,3,6,2.02931,0.122192,-0.000584385
121,83,3.5,6,2.04262,0.127338,-0.000836567
120.5,83,4,6,2.13359,0.130956,-0.00125921
120,82.5,4.5,6,2.04513,0.132678,-0.00199809
119.5,82,5,6,2.12451,0.132243,-0.00314987
119,81.5,5.5,6,2.17637,0.129522,-0.00481075
118.5,81,6,6,2.2404,0.124581,-0.00682427
118,80.5,6,6,2.21541,0.117703,-0.00919196
117.5,80,6.5,6,2.26538,0.109255,-0.0120446
117,80,6.5,6,2.26848,0.0996158,-0.0155852
116.5,79.5,6.5,6,2.24297,0.089116,-0.0201884
116,79,6.5,6,2.31336,0.0780442,-0.0265705
115.5,78.5,6.5,6,2.31597,0.0666455,-0.0359171
115,78,7,6,2.25323,0.0551293,-0.0501875
114.5,78,6.5,6,2.19165,0.0436948,-0.0749986
114,77.5,7,6,2.201,0.0325967,-0.125705
113.5,77,7,6,2.15405,0.022388,-0.247956
113,76.5,7,6,2.17336,0.0147748,-0.53487
112.5,76,7,6,2.1355,0.0140606,-0.569451
112,75.5,7,6,2.18839,0.0204762,-0.268786
111.5,75.5,7,6,2.26028,0.0294003,-0.135274
111,75,7,6,2.284,0.0389396,-0.0825694
110.5,74.5,7,6,2.25323,0.0485824,-0.057987
110,74.5,7,6,2.27745,0.0581144,-0.0442041
109.5,74,7,6,2.12557,0.0674,-0.0356492
109,73.5,7.5,6,2.15703,0.0763665,-0.0299004
108.5,73,7.5,6,2.13188,0.0850173,-0.02529
108,72.5,8,6,2.13714,0.0934137,-0.0211556
107.5,72.5,8,6,2.14893,0.10163,-0.0172111
107,72,8.5,6,2.21022,0.109746,-0.0123786
106.5,71.5,9,6,2.03709,0.117763,-0.00582561
106,71,9.5,6,2.10465,0.125583,0.00245576
105.5,70.5,10,6,2.19042,0.133047,0.0122468
105,70.5,10.5,6,2.11899,0.140112,0.0225254
105,70.5,11,6,2.11825,0.146735,0.0336476
105,70,11.5,6,2.07588,0.152723,0.0460168
105,70,12,6,2.10597,0.15781,0.0590597
104.5,70,12.5,6,2.09366,0.161767,0.0728415
104.5,70,13,6,2.01504,0.164331,0.0877613
104.5,70,13.5,6,2.02389,0.165243,0.103918
104.5,70,14,6,2.02684,0.164373,0.12134
104.5,69.5,14.5,6,2.18181,0.161749,0.140384
104.5,69.5,15,6,2.01044,0.157534,0.160799
104.5,69.5,15.5,6,2.17551,0.151809,0.181624
105,70,16,6,2.1032,0.144602,0.205058
104.5,70,16.5,6,2.22469,0.136073,0.234289
104.5,70.5,17,6,2.15269,0.126884,0.268102
105,70.5,17.5,6,2.27056,0.118287,0.302537
105,70.5,18,6,2.13902,0.111491,0.331416
105,71,18.5,6,2.35337,0.10742,0.346947
104.5,71,19,6,2.24247,0.106475,0.345347
105,71.5,19.5,6,2.29756,0.108608,0.329498
105,72,20,6,2.20922,0.113515,0.305188
105,72.5,20.5,6,2.2684,0.121005,0.274285
105,73,21,6,2.32397,0.130764,0.241626
104.5,73.5,21.5,6,2.36449,0.142254,0.211282
104,74,22,6,2.32825,0.154839,0.184304
103.5,74.5,22.5,6,2.40523,0.167764,0.161155
103,75,23,6,2.33232,0.180116,0.142005
102.5,75,23.5,6,2.47657,0.191137,0.127334
102,75,23.5,6,2.40141,0.200865,0.115835
101.5,75,24,6,2.63298,0.209521,0.105585
101,74.5,24,6,2.40132,0.217257,0.0959306
100.5,74.5,24.5,6,2.49786,0.224272,0.0876342
100,74.5,24.5,6,2.34526,0.23083,0.0801082
99.5,74,25,6,2.39225,0.237145,0.0729673
