x,y,z,label,radius,curvature,torsion
64,89.5,1.5,132,-1,0.0921127,0.020443
63.5,90,2,4,2.35483,0.096478,0.0227584
63,90,2.5,4,2.31918,0.101146,0.0253712
62.5,90,3,4,2.31926,0.106181,0.0283001
62,90,3.5,4,2.2742,0.111668,0.0314783
61.5,90.5,4,4,2.33269,0.11768,0.0346672
61,91,4.5,4,2.2042,0.124276,0.0378539
60.5,90.5,5,4,2.30858,0.131529,0.0410107
60,90.5,5.5,4,2.24147,0.139522,0.0436245
59.5,90.5,6,4,2.2224,0.14832,0.0454614
59.5,90.5,6.5,4,2.2235,0.157914,0.046462
59,90.5,7,4,2.1324,0.168179,0.0461673
58.5,90,7.5,4,2.14379,0.178742,0.0442014
58.5,89.5,8,4,2.03849,0.188999,0.0406728
58,89.5,8.5,4,1.99644,0.198171,0.035907
58,89,9,4,1.97165,0.205533,0.0306348
58,89,9.5,4,2.07447,0.210462,0.0248637
58.5,88.5,10,4,1.9893,0.212434,0.0185844
58.5,88,10.5,4,2.06532,0.21109,0.011885
59,87.5,11,4,2.17143,0.206277,0.00479064
59,87.5,11.5,4,2.12996,0.198101,-0.00277703
59.5,87,12,4,2.17146,0.187001,-0.0100294
60,87,12,4,2.05168,0.173896,-0.016179
60.5,86.5,12.5,4,2.05869,0.159743,-0.0213735
61,86,12.5,4,2.11951,0.145328,-0.0258389
61.5,85.5,12.5,4,2.08789,0.1312,-0.0300749
62,85.5,12.5,4,2.14547,0.11771,-0.0342322
62.5,85,13,4,2.12573,0.105048,-0.0384009
63,84.5,13,4,2.13319,0.0933155,-0.0423796
63.5,84,13,4,2.09876,0.0825727,-0.0458486
64,84,13,4,2.11513,0.0728195,-0.0482783
64.5,83.5,13,4,2.09544,0.0639927,-0.0497679
65,83.5,13,4,2.20694,0.0559728,-0.0506001
65.5,83.5,13,4,2.01036,0.0486624,-0.0499223
66,83,13,4,2.05937,0.0419949,-0.0462604
66.5,82.5,13,4,2.0365,0.0358843,-0.0374243
67,82.5,13,4,2.03021,0.0302513,-0.0192639
67.5,82,13,4,2.09476,0.0234846,0.0325834
68,81.5,13,4,2.08673,0.019204,0.102786
68.5,81.5,13,4,2.03684,0.0162737,0.197735
69,81,13,4,2.04238,0.0158054,0.247706
69.5,81,13,4,2.04621,0.0184736,0.196303
70,80.5,13,4,2.14716,0.0237525,0.123407
70.5,80.5,12.5,4,2.10338,0.030849,0.0760743
71,80,12.5,4,2.08718,0.0393107,0.0510398
71.5,79.5,13,4,2.01128,0.0489133,0.0393559
72,79,13,4,1.99337,0.0595634,0.0353364
72.5,79,13,4,2.11962,0.0712283,0.0356746
73,79,13,4,1.96258,0.0838244,0.0381795
