x,y,z,label,radius,curvature,torsion
69.5,96,4,132,-1,0.0535554,0.0526814
70,95.5,4,4,2.3533,0.0524893,0.059923
70.5,95,3.5,4,2.43474,0.050625,0.0731277
71,94.5,3.5,4,2.37592,0.048482,0.0898201
71.5,94.5,3.5,4,2.39373,0.0461291,0.110879
72,94,3.5,4,2.40289,0.0436753,0.137516
72.5,93.5,3.5,4,2.35574,0.0412845,0.170169
73,93.5,3.5,4,2.374,0.0391762,0.207486
73.5,93,3.5,4,2.49434,0.0376275,0.244835
74,93,3,4,2.38699,0.0369585,0.27351
74.5,92.5,3.5,4,2.45298,0.0374284,0.284278
75,92.5,3,4,2.45275,0.0391536,0.273358
75.5,92,3,4,2.40197,0.0420685,0.245116
76,91.5,3.5,4,2.35197,0.0445827,0.221479
76.5,91.5,3,4,2.30868,0.0490641,0.184858
77,91,3.5,4,2.30688,0.0542553,0.149936
77.5,91.5,3,4,2.26735,0.0600261,0.118514
78,91,3.5,4,2.42042,0.0663523,0.0915001
78.5,90.5,3.5,4,2.24846,0.0733519,0.0689743
79,90,3.5,4,2.1864,0.0812196,0.0513393
79.5,90,3.5,4,2.39716,0.0901128,0.0377871
80,90,3.5,4,2.33383,0.100112,0.0274865
80.5,90,3.5,4,2.35413,0.111182,0.0192609
81,89.5,4,4,2.41846,0.12316,0.0125498
81.5,89.5,4.5,4,2.44109,0.135764,0.00699312
82,89.5,4.5,4,2.74598,0.144311,0.00410319
82.5,89.5,4.5,4,2.45981,0.156895,0.00138925
83,89,5,4,2.41239,0.16846,0.000216884
83.5,89,5.5,4,2.60781,0.178013,0.00034408
83,88.5,6,4,2.6332,0.184521,0.00241309
83.5,88.5,6.5,4,2.35827,0.187124,0.00649025
83.5,88.5,7,4,2.38699,0.185292,0.0125346
84,88.5,7.5,4,2.35374,0.179051,0.0198191
84,88.5,8,4,2.4221,0.169258,0.0277404
84,88.5,8.5,4,2.4548,0.15708,0.0366261
84,88.5,9,4,2.46997,0.143645,0.0471644
84,88.5,9.5,4,2.52229,0.129701,0.0611529
84.5,88,10,4,2.60308,0.120369,0.0732829
84.5,88,10.5,4,2.73226,0.106645,0.0977162
84,88.5,11,4,2.49452,0.0936988,0.130125
84,88.5,11.5,4,2.42972,0.0822852,0.169729
84,88.5,12,4,2.45149,0.0732568,0.214548
83.5,88.5,12.5,4,2.38835,0.0675656,0.254599
83.5,88.5,13,4,2.47491,0.0661147,0.272933
83.5,88.5,13.5,4,2.51928,0.0694336,0.259772
83.5,88.5,14,4,2.5562,0.0774746,0.224801
83.5,88.5,14.5,4,2.62161,0.0897781,0.185774
83.5,88.5,15,4,2.64853,0.1058,0.153295
83,88.5,15.5,4,2.66114,0.1251,0.12982
83,88.5,16,4,2.63772,0.139574,0.118677
82.5,88.5,16.5,4,2.71893,0.163177,0.107534
82.5,88.5,17,4,2.80579,0.187987,0.102058
82.5,88,17.5,4,2.65061,0.212132,0.101443
82,88,18,4,2.66135,0.233042,0.104732
82,87.5,18.5,4,2.66557,0.247817,0.11166
81.5,87,19,4,2.73979,0.253979,0.122639
82,86.5,19.5,4,2.67279,0.250579,0.136376
81.5,86,19.5,4,2.64941,0.238975,0.151111
81.5,85.5,20,4,2.75198,0.221811,0.167508
81,85,19.5,4,2.53857,0.20204,0.186581
81,84.5,20,4,2.67442,0.182627,0.207733
81,84,20,4,2.48647,0.171134,0.221629
81,83.5,20,4,2.46503,0.157376,0.238636
81,83,20,4,2.34036,0.148672,0.247188
81,82.5,20,4,2.44194,0.145241,0.245322
81.5,82,20,4,2.41604,0.146771,0.233732
81.5,81.5,20,4,2.51783,0.152558,0.215557
81.5,81,20,4,2.53777,0.161516,0.193821
81.5,80.5,19.5,4,2.47417,0.172171,0.173178
82,80,19.5,4,2.39117,0.182817,0.156516
82.5,79.5,19.5,4,2.45386,0.192046,0.14441
83,79,19.5,4,2.51573,0.199073,0.13539
83.5,78.5,19.5,4,2.54647,0.203289,0.12837
84,78.5,19.5,4,2.59733,0.204373,0.123707
84.5,78,20,4,2.68397,0.203488,0.12198
85,78,20.5,4,2.58794,0.200228,0.120724
85.5,78,20.5,4,2.85928,0.195383,0.120375
86,78,20.5,4,2.74925,0.189788,0.120217
86.5,78,21,4,2.7509,0.184147,0.119794
87,78,21.5,4,2.55556,0.178953,0.11887
87.5,78,22,4,2.57847,0.174541,0.117364
88,78,22.5,4,2.60044,0.171284,0.11466
88.5,78,23,4,2.51564,0.169324,0.110142
88.5,78.5,23.5,4,2.47746,0.16847,0.103927
89,78.5,24,4,2.45199,0.168333,0.0970232
89,79,24.5,4,2.33398,0.16847,0.0894317
89.5,79,25,4,2.36334,0.168463,0.0839699
89.5,79,25.5,4,2.26091,0.167901,0.0756837
89.5,79.5,26,4,2.24503,0.166263,0.0676255
89.5,80,26.5,4,2.12902,0.163211,0.0596601
89,80,27,4,2.12452,0.158557,0.0518188
89,80,27.5,4,1.97368,0.1523,0.0445302
88.5,80,28,4,1.75207,0.144627,0.0376264
89,80.5,28.5,4,1.77634,0.135858,0.0309395
88.5,80.5,29,4,1.76171,0.126421,0.0252242
88,80.5,29.5,4,1.67932,0.116832,0.0205476
87.5,80.5,30,4,1.62183,0.107596,0.0167072
87.5,81,30.5,4,1.64738,0.0991651,0.0134809
87,81,31,4,1.596,0.094161,0.011593
86.5,81,31.5,4,1.69613,0.0878109,0.00913986
86,81,32,4,1.74008,0.0831357,0.00712185
85.5,81,32.5,4,1.71865,0.0804453,0.00496077
85,81,33,4,1.76681,0.0799934,0.00254514
84.5,81.5,33,4,1.72521,0.0819921,5.83839e-05
84,81.5,33.5,4,1.78416,0.0865866,-0.00235323
83.5,81.5,34,4,1.7329,0.0938134,-0.00459945
83,81.5,34,4,1.59707,0.103677,-0.00662796
82.5,81.5,34,4,1.57874,0.116186,-0.00844664
82,81.5,34,4,1.59707,0.131292,-0.010047
81.5,81.5,34,4,1.53599,0.148822,-0.0115655
81,81.5,34.5,4,1.5206,0.161662,-0.0125973
80.5,81.5,34.5,4,1.54524,0.182046,-0.0136367
80,81.5,34.5,4,1.57332,0.20234,-0.0136859
79.5,81.5,35,4,1.749,0.22016,-0.012798
79,81,35.5,52,1.87666,0.23255,-0.0109148
78.5,80.5,35,5,1.77022,0.237015,-0.00781499
78,80.5,34.5,5,1.6925,0.232345,-0.00328329
77.5,80.5,35,5,1.48726,0.21891,0.00285544
77,80,34.5,5,1.33078,0.198577,0.0100863
76.5,80,34,5,1.36579,0.174002,0.018775
76,79.5,33.5,5,1.33297,0.147671,0.0301654
76,79.5,33,5,1.3518,0.121463,0.0457926
75.5,79,32.5,5,1.38741,0.104731,0.0599911
75.5,79,32,5,1.4315,0.0813533,0.0923496
75.5,79,31.5,5,1.4061,0.0604892,0.152197
75,78.5,31,5,1.30715,0.0427002,0.279189
75,78.5,30.5,5,1.23194,0.0296572,0.535756
75,78,30,5,1.14559,0.025884,0.661422
74.5,78,29.5,5,1.18987,0.0332192,0.384643
74,77.5,29,5,1.20087,0.0463071,0.193177
73.5,77,28.5,5,1.08852,0.0616074,0.108148
73,76.5,28.5,5,0.931445,0.0779368,0.0677484
72.5,76,28,5,0.880027,0.0948371,0.0463124
72,76,28,140,-1,0.11192,0.033657
