x,y,z,label,radius,curvature,torsion
117.693,88.2928,1.27756,133,-1,0.0902401,-0.00347339
118.051,88.3141,1.62906,6,3.07975,0.0948788,-0.0037567
118.553,88.3207,2.15818,6,3.05428,0.10213,-0.00430665
119.012,88.2977,2.68886,6,2.87266,0.109649,-0.00503302
119.427,88.2457,3.22022,6,2.932,0.117317,-0.00594814
119.799,88.1653,3.75129,6,2.88955,0.124998,-0.00682861
120.128,88.0574,4.28099,6,2.85055,0.13254,-0.007568
120.412,87.923,4.80811,6,2.88515,0.139788,-0.00812419
120.653,87.763,5.33126,6,2.77857,0.146589,-0.00835663
120.849,87.5784,5.84892,6,2.77963,0.152777,-0.00811854
121,87.3707,6.35936,6,2.76979,0.1582,-0.00736693
121.106,87.141,6.86068,6,2.74721,0.162752,-0.00617732
121.167,86.8908,7.35082,6,2.8695,0.166372,-0.00489103
121.184,86.6216,7.82753,6,3.00216,0.169016,-0.00355775
121.156,86.3353,8.28851,6,2.68266,0.170642,-0.00221229
121.084,86.0335,8.73134,6,2.67832,0.171203,-0.0010182
120.969,85.718,9.15365,6,2.6879,0.170645,-3.77314e-05
120.811,85.3908,9.5531,6,2.75412,0.168902,0.000720085
120.612,85.0538,9.92746,6,2.68043,0.165914,0.00103149
120.373,84.7091,10.2747,6,2.38868,0.161588,0.00067052
120.095,84.3586,10.5931,6,2.36024,0.155777,-0.000382702
119.781,84.0043,10.8814,6,2.5618,0.148335,-0.00214095
119.433,83.6478,11.1388,6,2.56832,0.139376,-0.00456123
119.054,83.2909,11.3652,6,2.63686,0.129203,-0.00783403
118.645,82.935,11.561,6,2.75622,0.118116,-0.0122665
118.21,82.5814,11.7272,6,2.66756,0.10639,-0.0180287
117.751,82.2311,11.8653,6,2.70549,0.0942758,-0.0258117
117.271,81.885,11.9775,6,2.85869,0.0819886,-0.0370259
116.772,81.5438,12.0664,6,2.74051,0.0697125,-0.0537704
116.258,81.2078,12.1351,6,2.77891,0.0576471,-0.0802077
115.73,80.8775,12.1868,6,2.69644,0.0459887,-0.126318
115.191,80.553,12.2253,6,2.68902,0.0349821,-0.216629
114.644,80.2343,12.2545,6,2.69629,0.0250944,-0.415989
114.09,79.9213,12.2783,6,2.69644,0.017675,-0.825958
113.532,79.6139,12.3008,6,2.70492,0.0159181,-0.999258
112.972,79.3119,12.326,6,2.65307,0.020887,-0.567742
112.411,79.0152,12.3579,6,2.64431,0.0291068,-0.28394
111.852,78.7235,12.4002,6,2.67938,0.038384,-0.156213
111.296,78.4368,12.4564,6,2.68286,0.0479679,-0.0941021
110.745,78.155,12.53,6,2.62429,0.0576066,-0.0603135
110.202,77.8784,12.624,6,2.57452,0.0671893,-0.0397774
109.667,77.6071,12.7411,6,2.64899,0.076634,-0.0262238
109.143,77.3414,12.8838,6,2.5197,0.0858306,-0.0170092
