#t s x y z curvature torsion
5 0 62.8887091256142 83.4324974572692 2.01490309963498 0.059189686451608 0.0259487836676406
5.1 0.0577150079054336 62.9347590735598 83.3993432793419 2.0254494221078 0.0586627950136972 0.0264602700264478
5.2 0.11541463874061 62.9808554843228 83.3662215047652 2.03580878319681 0.0581339898060622 0.0269852213832999
5.3 0.173099615355175 63.0269980119618 83.3331321075175 2.04598303795532 0.0576033489231865 0.0275241595433055
5.4 0.230770642414354 63.0731863105285 83.3000750615669 2.05597404143802 0.0570709492910135 0.0280776316379419
5.5 0.288428406540881 63.1194200340628 83.2670503408634 2.06578364870284 0.0565368666581956 0.0286462116032182
5.6 0.346073576459319 63.1656988365876 83.234057919332 2.07541371481297 0.0560011755889983 0.0292305017152393
5.7 0.403706803142427 63.2120223721047 83.2010977708653 2.08486609483876 0.0554639494586774 0.029831134258964
5.8 0.461328719959794 63.2583902945893 83.1681698693161 2.09414264385971 0.0549252604503999 0.0304487733011202
5.9 0.518939942828411 63.3048022579853 83.1352741884905 2.10324521696635 0.0543851795543394 0.03108411656422
6 0.576541070365296 63.3512579162008 83.1024107021404 2.11217566926226 0.0538437765687618 0.0317378974814872
6.1 0.634132684042039 63.3977569231021 83.0695793839556 2.12093585586574 0.0533011192755997 0.0324037892435325
6.2 0.691715348341972 63.4442989324923 83.0367802075288 2.12952763190612 0.0527572708491221 0.0330751019080979
6.3 0.749289610921238 63.490883598047 83.0040131462546 2.13795285250613 0.0522122921378114 0.0337520626348338
6.4 0.806856002772068 63.5375105732349 82.9712781732028 2.14621337275884 0.051666242457029 0.0344349131484409
6.49999999999999 0.864415038387464 63.5841795112364 82.938575260989 2.15431104770436 0.0511191795834204 0.0351239106292854
6.59999999999999 0.921967215927371 63.6308900648634 82.9059043816471 2.16224773230657 0.0505711597504351 0.0358193287036401
6.69999999999999 0.979513017385656 63.6776418864778 82.8732655065005 2.17002528142983 0.0500222376453584 0.0365214584939772
6.79999999999999 1.03705290875873 63.7244346279117 82.8406586060336 2.17764554981567 0.0494724664073546 0.0372306097767396
6.89999999999999 1.09458734021484 63.7712679403857 82.8080836497639 2.18511039205955 0.0489218976268237 0.037947112212991
6.99999999999999 1.15211674626471 63.8181414744287 82.7755406061135 2.19242166258755 0.0483705813460745 0.0386713166729064
7.09999999999999 1.20964154593287 63.865054879795 82.743029442277 2.19958121563175 0.0478185667757361 0.0393774608177798
7.19999999999999 1.26716214293109 63.912007805331 82.7105501240082 2.20659090517148 0.0472659040031836 0.0400381262093713
7.29999999999999 1.32467892583499 63.9589998987122 82.6781026151962 2.21345258478776 0.0467126410557415 0.0406511085739774
7.39999999999999 1.3821922682626 64.0060308061307 82.6456868773593 2.22016810748355 0.0461588230273034 0.04121407983676
7.49999999999999 1.43970252905378 64.0531001719791 82.6133028691354 2.2267393255027 0.0456044920319223 0.0417245790381261
7.59999999999999 1.49721005245033 64.100207638536 82.5809505457735 2.23316809014892 0.0450496871620473 0.0421800024439065
7.69999999999999 1.55471516827662 64.1473528456505 82.5486298586236 2.23945625160468 0.0444944444524961 0.0425775927544996
7.79999999999999 1.61221819212095 64.1945354304267 82.5163407546281 2.24560565875021 0.0439387968498166 0.0429144272258096
7.89999999999999 1.6697194255171 64.2417550269091 82.484083175812 2.25161815898243 0.0433827741878313 0.0431874046593523
7.99999999999999 1.72721915612623 64.2890112657666 82.4518570587738 2.25749559803387 0.0428264031696059 0.0433932311283654
8.09999999999999 1.78471765791908 64.3363037739755 82.4196623341725 2.26323981978937 0.0422697111629928 0.0434896222122199
8.19999999999999 1.84221519135773 64.3836321744376 82.3874989261105 2.26885266604318 0.0417127369940445 0.0434312175834237
8.29999999999999 1.899712003576 64.4309960854358 82.3553667512544 2.27433597610494 0.0411555184397793 0.0432095587245741
8.39999999999999 1.9572083285602 64.4783951200268 82.3232657178525 2.27969158634609 0.040598088294316 0.0428156227067622
8.49999999999999 2.01470438733032 64.5258288854301 82.2911957247475 2.28492132974409 0.0400404744349009 0.0422397741285726
8.59999999999999 2.07220038812199 64.5732969824177 82.2591566603901 2.29002703542647 0.0394826999296408 0.0414717117167059
8.69999999999999 2.12969652656849 64.6207990047039 82.2271484018525 2.29501052821507 0.0389247831908302 0.040500409060795
8.79999999999999 2.18719298588335 64.6683345383343 82.1951708138408 2.29987362817014 0.0383667381784128 0.0393140485536746
8.89999999999999 2.24468993704274 64.715903161076 82.1632237477093 2.30461815013449 0.0378085746582985 0.0378999479426732
8.99999999999999 2.30218753896819 64.7635044418067 82.1313070404727 2.30924590327764 0.037250298521022 0.0362444783486511
9.09999999999999 2.35968593870891 64.8111379399035 82.0994205138189 2.31375869063746 0.0366919234576219 0.0343137027556114
9.19999999999999 2.41718527162239 64.8588032046144 82.0675639730878 2.31815830859605 0.0361335050867436 0.0320707889890186
9.29999999999998 2.47468566155148 64.9064997743834 82.0357372061671 2.32244654618881 0.0355751073147812 0.0294959260263172
9.39999999999998 2.53218722100105 64.9542271761582 82.003939982356 2.32662518434781 0.0350167917393444 0.0265677629572711
9.49999999999998 2.58969005131686 65.0019849246977 81.9721720512267 2.33069599514259 0.0344586185318053 0.0232632653699624
9.59999999999998 2.64719424286594 65.0497725218786 81.9404331414863 2.334660741021 0.0339006474690112 0.0195575569558986
9.69999999999998 2.70469987521883 65.0975894560026 81.9087229598388 2.33852117405002 0.0333429391318615 0.01542374495551
9.79999999999998 2.76220701733296 65.1454352011033 81.8770411898473 2.34227903515658 0.0327855562884539 0.0108327283846138
9.89999999999998 2.8197157277382 65.1933092162535 81.8453874907953 2.34593605336838 0.0322285654856645 0.00575298798840394
9.99999999999998 2.87722605472335 65.2412109448718 81.8137614965491 2.34949394505474 0.0316720388722768 0.000150357073560043
10.1 2.93473803652445 65.2891398140331 81.7821628144237 2.35295441316546 0.0311160780176763 -0.00597169592214668
10.2 2.99225170151627 65.3370952338533 81.7505910241548 2.35631914641998 0.0305608813771528 -0.0126087969301641
10.3 3.04976706841034 65.3850765970656 81.7190456771406 2.35958981837017 0.0300066813230959 -0.0197978754578275
10.4 3.10728414645981 65.4330832786722 81.6875262957901 2.36276808641328 0.0294537248399103 -0.0275786461937864
10.5 3.16480293566935 65.4811146355983 81.6560323728745 2.36585559080305 0.0289022762578788 -0.0359937708161301
10.6 3.22232342701067 65.5291700063469 81.6245633708799 2.36885395366077 0.0283526203214891 -0.0450890064875276
10.7 3.27984560264317 65.5772487106527 81.5931187213586 2.37176477798636 0.0278050656293779 -0.0549133312650236
10.8 3.33736943613979 65.6253500491369 81.561697824282 2.37458964666946 0.0272599484851096 -0.0655190332986629
10.9 3.39489489271849 65.6734733029611 81.5303000473915 2.3773301215005 0.0267176372013203 -0.076961746579313
11 3.45242192947878 65.7216177334821 81.498924725552 2.37998774218176 0.0261785369029418 -0.0893004103992444
11.1 3.50995049564412 65.7697825819116 81.4675711601103 2.38256402533866 0.0256431131786058 -0.102485096789731
11.2 3.56748053281704 65.8179670691163 81.4362386184601 2.38506046353573 0.0251119501357236 -0.11645475421883
11.3 3.62501197525801 65.8661703957769 81.4049263341246 2.38747852430458 0.024585695898471 -0.131253995443918
11.4 3.68254475017968 65.9143917426866 81.3736335070433 2.38981964917662 0.0240650479532736 -0.146926678489026
11.5 3.74007877804946 65.9626302710555 81.3423593038669 2.39208525271592 0.023550757632106 -0.163514825761898
11.6 3.79761397290021 66.0108851228154 81.3111028582519 2.39427672155211 0.0230436348241921 -0.181057242181173
11.7 3.85515024264917 66.059155420924 81.2798632711557 2.39639541341326 0.022544552860271 -0.199587777854737
11.8 3.91268748942477 66.1074402696691 81.2486396111315 2.39844265615876 0.0220544534861584 -0.219133177484328
11.9 3.97022560990127 66.1557387549738 81.2174309146224 2.40041974681222 0.0215743518099414 -0.239710460739491
12 4.0277644956414 66.2040499447 81.1862361862573 2.40232795059432 0.0211053410638222 -0.261323785172557
12.1 4.08530403344695 66.2523728889589 81.1550543991523 2.40416849996021 0.0206485836808565 -0.283806853942338
12.2 4.14284410572869 66.300706620557 81.1238844954115 2.40594259375328 0.0202052668298491 -0.306958093133301
12.3 4.2003845909121 66.3490501557902 81.0927253871293 2.40765139665463 0.0197766283801372 -0.330698705910644
12.4 4.25792536386063 66.3974024953748 81.0615759575905 2.40929603874884 0.0193639649306875 -0.354922682275092
12.5 4.31546629630496 66.445762625383 81.030435062478 2.41087761509438 0.0189686265046569 -0.379493322931425
12.6 4.37300725727757 66.4941295181796 80.9993015310806 2.4123971852939 0.0185920090066498 -0.404240191219389
12.7 4.4305481135522 66.5425021333572 80.9681741675012 2.41385577306458 0.0182355441063902 -0.428956856327195
12.8 4.48808873008783 66.5908794186731 80.9370517518639 2.41525436580847 0.0179006862555326 -0.453399860756003
12.9 4.54562897047691 66.6392603109847 80.9059330415222 2.41659391418282 0.0175888966291031 -0.477289391365259
13 4.60316869739735 66.6876437371855 80.8748167722669 2.41787533167039 0.0173016239143936 -0.500312136925914
13.1 4.66070777306844 66.736028615145 80.8437016595381 2.4190994941589 0.0170402272788941 -0.522025263683488
13.2 4.71824605972281 66.7844138547322 80.8125863997541 2.42026723975641 0.0168057789766605 -0.541987735895445
13.3 4.77578342011233 66.8327983590559 80.7814696719371 2.42137936920579 0.0165991879638633 -0.559870671345872
13.4 4.83331971802455 66.881181025789 80.7503501394554 2.42243664653514 0.0164212261814502 -0.575361134523341
13.5 4.89085481879585 66.9295607484968 80.7192264517694 2.42343979971737 0.0162725033126233 -0.58817632251526
13.6 4.94838858982041 66.9779364179646 80.6880972461787 2.42438952132969 0.0161534440242794 -0.598077645470959
13.7 5.00592090105405 67.026306923526 80.6569611495686 2.42528646921312 0.016064268968439 -0.60488348949034
13.8 5.06345162551265 67.0746711543906 80.6258167801564 2.42613126713206 0.0160049806963184 -0.608479442191257
13.9 5.12098063976412 67.123028000972 80.5946627492383 2.4269245054338 0.0159753553888756 -0.608824929908449
14 5.17850782441379 67.171376356216 80.563497662936 2.42766674170805 0.0159749409556214 -0.605955553744742
14.1 5.23603306458206 67.2197151169303 80.532320123946 2.42835850145764 0.0160029903720124 -0.599988402803294
14.2 5.29355625037999 67.2680431851687 80.5011287333678 2.42900027906092 0.0160582594163072 -0.5911497872544
14.3 5.35107727738897 67.3163594697513 80.4699220927299 2.42959253947417 0.016139240148333 -0.57973265407062
14.4 5.40859604713121 67.3646628878397 80.4386988060947 2.4301357202257 0.0162442572458935 -0.56606706819647
14.5 5.46611246752302 67.4129523665132 80.4074574821658 2.43063023342112 0.0163714955298017 -0.550504302519194
14.6 5.52362645331035 67.4612268443453 80.3761967363957 2.4310764677486 0.0165190283811072 -0.53340176576078
14.7 5.58113792648515 67.5094852729808 80.3449151930935 2.43147479048418 0.0166848457157511 -0.515109751974
14.8 5.63864681668217 67.557726618712 80.3136114875325 2.43182554949699 0.0168668804190816 -0.495960643719119
14.9 5.69615306155498 67.6059498640555 80.2822842680575 2.4321290752546 0.017063032418973 -0.476260849088955
15 5.75365660713053 67.6541540093286 80.2509321981928 2.43238568282824 0.0172711898665037 -0.4562854514341
15.1 5.81115740814119 67.7023380742268 80.2195539587505 2.43259567390583 0.0174892050988755 -0.436341312594081
15.2 5.86865542832967 67.7505010994151 80.1881482499695 2.43275933900648 0.0177147876730078 -0.416711507080749
15.3 5.92615064071884 67.7986421481555 80.1567137937295 2.43287696020631 0.0179456498832732 -0.397580950864303
15.4 5.98364302784935 67.8467603079489 80.1252493357954 2.43294881406575 0.0181795584972899 -0.379098352564462
15.5 6.04113258198723 67.8948546921774 80.0937536480624 2.43297517456456 0.0184143405499694 -0.361379979537955
15.6 6.09861930530092 67.9429244417471 80.0622255308017 2.43295631603691 0.018647886794164 -0.344513828970309
15.7 6.15610321000709 67.9909687267299 80.0306638149052 2.43289251610637 0.0188781532524401 -0.328563893009878
15.8 6.21358431848483 68.0389867480064 79.9990673641315 2.43278405862098 0.0191031612834657 -0.313574297783878
15.9 6.27106266335724 68.086977738908 79.9674350773507 2.43263123658826 0.0193209965305928 -0.299573175081305
16 6.32853828754052 68.1349409668596 79.9357658907902 2.43243435511029 0.0195298070700854 -0.286576187801594
16.1 6.38601124425887 68.182875735018 79.9040587802756 2.43219373431823 0.0197278262215114 -0.274637554972225
16.2 6.44348159700386 68.2307813838193 79.872312763375 2.43190971229391 0.0199134477078441 -0.263797307210659
16.3 6.50094941940377 68.2786572922918 79.840526901294 2.4315826479587 0.0200851507543123 -0.2540409418349
16.4 6.55841479503967 68.3265028792777 79.8087003006726 2.43121292394938 0.0202414717722215 -0.24535352808115
16.5 6.61587781723055 68.3743176046505 79.7768321153795 2.43080094949356 0.0203810009151894 -0.237721385187078
